0,976|5,341
0,967|5,537
0,975|5,367
1,102|5,384
0,975|5,381
0,979|5,358
0,981|5,509
0,995|5,452
0,983|5,392
0,983|5,378
0,972|5,310
0,979|5,280
0,970|5,365
0,977|5,387
1,072|5,391
1,819|5,399
0,954|5,402
0,980|5,396
0,972|5,461
0,983|5,348
0,973|5,330
0,958|5,294
0,967|5,324
0,985|5,335
0,953|5,344
0,979|5,513
0,970|5,359
0,972|5,337
0,963|5,440
0,993|5,350
0,938|5,420
1,009|5,330
0,976|5,454
0,974|5,384
0,964|5,409
0,966|5,384
0,963|5,396
0,990|5,421
0,993|5,497
0,990|5,308
1,245|5,291
0,987|5,352
0,956|5,457
0,968|5,356
0,976|5,374
0,972|5,476
0,986|5,383
0,954|5,494
0,978|5,423
0,974|5,260
0,970|5,334
0,965|5,326
0,964|5,350
1,016|5,421
0,971|5,344
1,022|5,360
0,988|5,437
0,971|5,319
0,982|5,391
1,010|5,426
0,972|5,339
0,958|5,304
0,969|5,317
0,986|5,426
0,973|5,328
0,958|5,384
0,971|5,408
0,968|5,364
0,969|5,385
0,968|5,341
0,980|5,298
0,979|5,330
0,958|5,390
0,967|5,390
0,963|5,381
0,969|6,631
1,163|5,359
0,970|5,426
0,978|5,338
0,971|5,310
0,963|5,336
0,974|5,287
0,960|5,408
0,976|5,359
0,977|5,428
0,959|5,408
0,966|5,377
0,970|5,448
0,974|5,378
0,968|5,598
0,963|5,277
0,958|5,301
0,976|5,507
1,881|5,687
1,038|5,789
1,050|5,834
1,033|5,820
1,174|5,671
1,100|5,671
1,027|5,657
1,014|6,400
1,401|5,642
1,310|5,706
1,022|5,887
1,066|5,729
1,025|5,795
1,054|5,668
1,067|5,524
1,012|5,652
1,064|5,778
1,020|5,757
1,043|5,866
1,237|5,768
1,028|5,687
1,017|5,706
1,055|5,599
1,026|5,516
1,428|5,421
0,970|5,398
0,973|5,380
0,981|5,368
0,966|5,386
0,973|5,436
0,986|5,365
0,980|5,342
0,954|5,275
0,962|5,303
0,985|6,357
1,627|5,357
0,990|5,367
0,963|5,352
1,028|5,439
1,041|5,351
1,010|5,430
1,565|5,348
0,966|5,318
0,969|5,333
0,955|5,334
0,963|5,400
0,959|5,360
0,982|5,401
0,976|5,342
0,971|5,392
0,982|5,342
0,990|5,335
0,975|5,265
0,954|5,276
0,964|5,301
0,970|5,399
0,975|5,435
0,964|5,384
0,962|5,392
0,977|5,514
0,976|5,422
1,016|5,334
1,153|5,290
0,954|5,250
0,966|5,338
0,970|5,387
0,971|5,349
0,964|5,405
0,969|5,388
0,968|5,376
0,957|5,432
0,962|5,851
0,973|5,451
1,105|5,307
0,954|5,316
0,971|5,382
0,976|5,316
0,966|5,395
0,961|5,423
0,970|5,400
0,973|5,417
0,977|5,378
1,009|5,353
0,962|5,506
1,212|5,359
0,965|5,391
0,962|5,367
0,958|5,332
0,962|5,439
0,976|5,347
0,961|5,325
0,975|5,328
0,970|5,353
1,300|5,321
0,979|5,420
0,972|5,344
0,965|5,378
0,994|5,529
0,982|5,336
0,962|5,307
0,988|5,310
1,134|5,279
0,964|5,298
0,975|5,396
0,985|5,427
1,119|5,504
1,063|5,419
0,988|5,438
0,958|5,469
0,979|5,400
0,964|5,343
1,002|5,323
0,967|5,359
0,958|5,307
1,499|5,462
0,975|5,374
1,002|5,439
0,986|5,863
1,040|5,601
1,028|5,546
1,026|5,561
1,161|5,731
1,015|5,704
1,008|5,671
1,011|5,714
1,022|5,685
1,018|5,737
1,016|6,084
1,041|5,563
1,041|5,620
1,083|5,733
1,048|5,876
1,436|5,728
1,024|5,755
1,010|5,716
1,024|5,801
1,025|5,788
1,044|5,678
1,056|5,607
1,049|5,615
1,038|5,602
1,027|5,729
1,019|5,685
1,033|5,672
1,022|5,749
1,025|5,712
1,064|5,620
1,044|5,536
1,025|5,604
1,031|5,717
1,081|5,657
1,026|5,696
1,074|5,709
1,012|5,689
1,026|5,633
1,016|5,611
1,033|5,678
1,062|5,560
1,036|5,605
1,024|5,709
1,034|5,660
1,018|5,680
1,041|5,782
1,022|5,653
1,013|5,719
1,037|5,606
1,046|5,544
0,998|5,744
1,037|5,872
1,021|5,728
1,015|5,739
1,024|5,751
1,050|5,759
1,015|5,675
1,037|5,544
1,073|5,695
1,045|5,701
1,025|5,719
1,034|5,682
1,035|5,691
1,012|5,723
1,020|5,640
1,033|5,545
1,092|5,500
1,172|5,553
1,030|5,633
1,030|5,669
1,022|5,728
1,020|5,765
1,039|6,407
1,428|5,744
1,000|5,638
1,100|5,614
1,029|5,612
1,052|5,738
1,017|5,711
1,028|5,686
1,039|5,709
1,012|5,703
1,018|5,721
1,113|5,560
1,032|5,540
1,039|5,533
1,032|5,592
1,013|5,722
1,030|5,542
0,984|5,383
0,977|5,386
0,995|5,436
0,984|5,407
0,968|5,352
1,309|5,340
0,967|5,417
0,969|5,415
0,985|5,401
0,969|5,397
0,962|5,432
0,962|5,421
0,974|5,348
0,979|5,325
0,969|5,320
0,970|5,282
0,984|5,487
0,982|5,389
0,956|5,487
0,998|5,401
1,035|5,359
0,965|5,410
0,969|5,353
0,982|5,334
0,992|5,345
0,969|5,328
0,983|5,366
0,981|5,423
0,962|5,411
0,970|5,421
0,978|5,387
0,970|5,467
